,"If not answered by DB, do not surface in website. ",,,"If not answered by DB, do not surface in website. ",Data broker primary address,,,,,"If not answered by DB, do not surface in website. ",,,,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,"If not answered by DB, do not surface in website. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DealerX Partners LLC,,https://www.dealerx.com,privacy@dealerx.com,844-466-4440 ext 3,"7901 4th Street North, Ste. 300",St. Petersburg,FL,33702,USA,N/A,No,No,No,https://www.dealerx.com/privacy-options/,No,,,,No,,,,No,,,,No,,,,No,,,,21,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"As a data processor, DealerX processes personal information only under the documented instructions of our Data Controllers and in accordance with our contractual obligations. Data Controllers maintain primary control and responsibility over the collection and use of personally identifiable information (""PII"") from their users, including providing necessary notices and obtaining required consents. Our Platform processing activities are separate from the technology or systems of Data Controllers or their partners. While Data Controllers may integrate our Platform with their systems, DealerX processes data solely as instructed by the Data Controller and in accordance with our Controller Processor Agreement. More information can be found at https://dealerx.com/platform-privacy-policy/"
Anchor Computer Inc.,,https://www.anchorcomputer.com/,privacyteam@anchorcomputer.com,631-293-6100,1300 Walt Whitman Road,Melville,NY,11747,USA,N/A,No,No,No,https://www.anchorcomputer.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,47108,47108,0,0,22,14,14,14,0,0,22,14,14,14,0,0,22,14,47108,47108,0,0,22,14,14,14,0,0,22,14,,
Wunderkind Corporation,,https://www.wunderkind.co/,privacy@wunderkind.co,,"1 World Trade Center, FL 74, New York, NY 10007",New York ,NY,10007,USA,N/A,No,No,No,https://www.wunderkind.co/privacy/,No,,,,No,,,,No,,,,No,,,,No,,,,53961,53961,0,0,14,14,164,164,0,0,14,14,164,164,0,0,14,14,7201,7201,7201,0,14,14,0,0,0,0,0,0,,
"Clearview AI, Inc.",,https://www.clearview.ai/,legal-requests@clearview.ai,," 99 Wall Street, #5730",New York,NY,10005,USA,N/A,No,No,No,https://www.clearview.ai/privacy-and-requests,No,,,,No,,,,No,,,,No,,,,No,,,,1673,1389,0,284,20,18.4,1249,948,0,301,24.5,21.15,1249,948,0,301,24.5,21.15,1673,1389,0,284,20,18.4,12,10,0,2,15,19,"By the nature of our business, completing a request in part is not applicable, as all valid requests are either fully processed or rejected with an explanation for invalid or noncompliant submissions.",
"NC Vnetures, LLC",NCS,https://www.ncsolutions.com/,ncs.privacy@ncsolutions.com,312-366-5242,"675 Avenue of the Americas, 3rd Floor",New York,NY,10010,USA,N/A,No,No,No,https://www.ncsolutions.com/services-privacy-statement/,No,,,,No,,,,No,,,,No,,,,No,,,,21,21,0,0,15.5,15.5,9,9,0,0,15.5,15.5,9,9,0,0,15.5,15.5,14,14,0,0,15.5,15.5,0,0,0,0,0,0,,
"xAd, Inc.",GroundTruth,https://www.groundtruth.com,legal@groundtruth.com,,One World Trade Center 60th Floor,New York ,NY,10007,USA,N/A,No,Yes,No,https://www.groundtruth.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,33509,33509,0,0,1,1,0,0,0,0,0,0,,
"LiveRamp, Inc.",,https://www.liveramp.com,consumercare@liveramp.com,,"225 Bridge Street, 17th Floor",San Francisco,CA,94104,USA,N/A,No,No,No,https://www.liveramp.com/privacy/my-privacy-choices/,No,,,,No,,,,No,,,,No,,,,No,,,,162,26,0,136,8,14.8,109,36,0,78,10,17.2,0,0,0,0,0,0,433,427,0,6,0,2.9,433,427,0,6,0,0,"*For questions 26-27, 38-39, & 44-45, LiveRamp only processes requests in whole. For example, a request to delete a consumer’s specific personal information results in LiveRamp deleting all of that consumer’s personal information.
*For questions 37-42, LiveRamp processes a “request to know what personal information was sold or shared” as a “request to access” a consumer’s personal information.
*For questions 49-54, LiveRamp processes a “request to limit the use and disclosure of sensitive personal information” as a “request to opt-out”.",Additional information on LiveRamp’s data collecting practices is available within our privacy page (https://liveramp.com/privacy/) and our California Privacy Notice (https://liveramp.com/privacy/california-privacynotice/). 
"NFocus Consulting, Inc.",,https://www.n-focus.com,consumer@n-focus.com,740-654-5809,1594 Hubbard Drive,Lancaster,OH,43130,USA,N/A,No,No,No,https://www.n-focus.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,7,4,0,3,7,6,9,3,0,1,3,5,0,0,0,0,0,0,17,13,0,4,3,4,0,0,0,0,0,0,,"NFocus doesn't actually collect any information, we are a data reseller and not a compiler."
"Datasys Group, Inc.",,https://www.datasys.com,privacy@datasys.com,,"750 Park of Commerce Drive, Suite 150",Boca Raton,FL,33487,USA,N/A,No,No,No,https://datasys.com/privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,5,5,5,0,3,3,2,2,2,0,3,3,2,2,2,0,3,3,5,5,5,0,2,2,4,4,4,0,2,2,,
"HireTeamMate, Inc. ",hireEZ,https://www.hireez.com,legal@hireez.com,,"2513 E. Charleston Rd., Suite 200",Mountain View,CA,94043,USA,N/A,No,No,No,https://app.hireez.com/ownyourdata,No,,,,No,,,,No,,,,No,,,,No,,,,993,993,0,0,0,1.25,196,196,0,0,1,1.8,196,196,0,0,1,1.8,993,993,0,0,0,1.25,0,0,0,0,0,0,,
"Tagis, Inc.",Amplemarket,https://www.amplemarket.com,privacy@amplemarket.com,,2443 Fillmore St #380-3880,San Francisco,CA,94115,USA,N/A,No,No,No,https://www.amplemarket.com/legal/privacy,No,,,,No,,,,No,,,,No,,,,No,,,,158,123,123,35,1,4,13,3,3,10,3,5,0,0,0,0,0,0,13,0,0,13,2,3,0,0,0,0,0,0,,
ModFx Labs Pvt Ltd,,https://www.modfxlabs.com,mandeep@modfxlabs.com,984-571-4575,"1123A, JMD Megapolis, Sec 48, Gurgaon, India - 122018",Gurgaon,HR,122018,India,"1123A, JMD Megapolis, Sec 48, Gurgaon, India - 122018",No,Yes,No,https://www.modfxlabs.com/privacy,No,,,,No,,,,No,,,,No,,,,No,,,,182,182,0,0,3,2,95,95,0,0,5,2,76,76,0,0,4,2,146,146,0,0,5,2,79,79,0,0,6,2,"We just collect AdID, Lat, Long, Time and IP. No other parameters are collected by us.","We just collect AdID, Lat, Long, Time and IP. No other parameters are collected by us."
"LeadIQ, Inc",,https://www.leadiq.com,privacy@leadiq.com,,"548 Market Street, PMB 20317",San Francisco,CA,94104,USA,N/A,No,No,No,https://www.leadiq.com/privacy-center,No,,,,No,,,,No,,,,No,,,,No,,,,58,58,0,0,3,3,58,58,0,0,3,3,58,58,0,0,3,3,58,58,0,0,3,3,0,0,0,0,0,0,,
Azira LLC,,https://www.azira.com/,privacy@azira.com,,"80 S Lake Ave, Suite 719",Pasadena,CA,91101,USA,N/A,No,Yes,No,https://www.azira.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Live Data Technologies, Inc.",,https://www.livedatatechnologies.com/,accounting@livedatatechnologies.com,,15 W Figueroa St. Floor 2,Santa Barbara,CA,93101,USA,N/A,No,No,No,https://www.livedatatechnologies.com/legals#privacy-policy,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4536,4536,0,0,0,0,0,0,0,0,0,0,,
"DT Client Services, LLC",Data Trust,https://www.thedatatrust.com,privacy@thedatatrust.com,,"1310 N Courthouse Rd., Suite 840",Arlington,VA,22201,USA,N/A,No,No,No,https://www.thedatatrust.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,12,12,12,0,22,22,7,0,0,7,20,20,7,0,0,7,20,20,4627,4627,4627,0,37,37,0,0,0,0,0,0,,
"Matchbook Data, LLC",,https://www.matchbookdata.com/,privacy@matchbookdata.com,,"6525 The Corners Parkway, NW, Suite 520",Peachtree Corners,GA,30092,USA,N/A,No,Yes,No,https://www.matchbookdata.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,26,0,0,26,2,3,1,0,0,1,2,3,0,0,0,0,0,0,526,171,171,355,2,3,0,0,0,0,0,0,the limited personal data collected is logged by a device ID. The requestor refused to provide the necessary device D despite the company’s follow up explanation and request,
"Outlogic, LLC",,https://www.outlogic.io/,privacy@outlogic.io,,"6525 The Corners Parkway, NW, Suite 520",Peachtree Corners,GA,30092,USA,N/A,No,Yes,No,https://www.outlogic.io/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,26,0,0,26,2,3,1,0,0,1,2,3,0,0,0,0,0,0,526,171,171,355,2,3,0,0,0,0,0,0,the limited personal data collected is logged by a device ID. The requestor refused to provide the necessary device D despite the company’s follow up explanation and request.,
MarketOps LLC,,https://www.marketops.com,privacy@marketops.com,866-251-2412 ext 1,"401 Ryland St., Ste 200-A",Reno,NV,89502,USA,N/A,No,No,No,https://marketops.com/privacy-options/,No,,,,No,,,,No,,,,No,,,,No,,,,21,21,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"The MarketOps system adheres to strict data minimization and privacy protection protocols in accordance with current regulatory requirements. We process only anonymized consumer interactions that are specifically relevant to each client's business operations, following established data privacy frameworks. The platform aggregates anonymized browsing signals into statistical trends, maintaining user privacy while providing market insights. All data collection and processing follows privacy-by-design principles, including data minimization, purpose limitation, and strict anonymization protocols. Our privacy-centric architecture ensures regulatory compliance while enabling clients to access aggregated market intelligence. The system employs multiple technical safeguards to maintain user anonymity throughout data processing and analysis workflows, with no ability to re-identify individual users. We maintain comprehensive documentation of our privacy protection measures and regularly review our processes to ensure alignment with evolving privacy regulations and industry standards."
"Dstillery, Inc",,https://www.dstillery.com,privacy@dstillery.com,848-272-1164,666 Third Avenue,New York,NY,10017,USA,"Privacy team, Dstillery, C/O Studio, 666 3rd Avenue 6th floor New York, New York 10017",No,No,No,https://www.dstillery.com/privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,31,28,0,3,0,0,14,14,0,0,0,0,2,2,0,0,1,1,116,97,0,19,0,1,0,0,0,0,0,0,"For the questions related to ""limit the use and disclosure of sensitive personal information in 2023"" Dstillery answered with 0 as we do not process sensitive personal data, and therefore have not received any such requests.  ",
"TechTarget, Inc.",Informa TechTarget,https://www.techtarget.com/,privacy@techtarget.com,617-431-9200,275 Grove Street,newton,MA,02466,USA,N/A,No,No,No,https://www.techtarget.com/ccpa-privacy-notice/,No,,,,No,,,,No,,,,No,,,,No,,,,380,380,0,0,2.2,3.4,21,21,0,0,8.4,8.2,21,21,0,0,8.4,8.2,93,93,0,0,2.2,3.1,0,0,0,0,0,0,,Please refer generally to our online Privacy Policy available here: www.techtarget.com/privacy-policy/
"RampedUp, LLC.",,https://www.rampedup.io,privacy@rampedup.io,888-278-3433,2090 Dunwoody Club Drive  Ste. 106-281 ,Atlanta,GA,30350,USA,,No,No,No,https://basic.rampedup.io/app/donotsell,No,,,,No,,,,No,,,,No,,,,No,,,,9937,9937,9937,0,1,1,2,2,2,0,1,1,4,4,4,0,1,1,9937,9937,9937,0,1,1,0,0,0,0,0,0,Nothing more,Nothing more 
"Leidos Digital Solutions, Inc. ",,https://www.leidosiq.com/,privacy@leidos.com,703-208-5006,6909 Metro Park Drive,Alexandria,VA,22310,USA,N/A,No,No,No,https://leidosiq.com/california-privacy/,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"DTN, LLC",,https://www.dtn.com,Privacy@dtn.com,800-485-4000,"2131 Lindau Lane, Suite700
",Bloomington,MN,55425,USA,n/a,No,Yes,No,https://www.dtn.com/do-not-sell-my-information-form/,No,,,,No,,,,No,,,,No,,,,No,,,,11,8,0,3,10,10,2,0,0,2,10,10,0,0,0,0,0,0,24,8,0,16,10,10,0,0,0,0,0,0,"DTN received 52 total consumer data requests in 2022/2023 (15/37).  8 were processed in full, 13 were non-valid under CCPA, and 31 were non-responsive to attempts to verify identity.  ",
"Epsilon Data Management, LLC",,https://www.epsilon.com,privacy@epsilon.com,866-267-3861,6021 Connection Drive,Irving,TX,75039,USA,"P.O. Box 1478 Broomfield, CO   80038 Attn: Privacy",No,No,Yes,https://legal.epsilon.com/us/NA-website-privacy-notice,No,,,,No,,,,No,,,,No,,,,No,,,,4294,2101,0,2193,2,2,1494,740,0,754,12,16,1494,740,0,754,12,16,43210,43210,0,0,2,2,65982,65982,0,0,2,2,"The metrics include requests from residents of the United States, not solely requests from residents of California.
The metrics provided for Epsilon’s denial of deletion and right to know requests consist of denials on the basis that Epsilon was unable to verify the consumer request as required by California Civ. Code 1798.105, 1798.110, and 1798.115.  Epsilon allows consumers to appeal its denial of a request at https://legal.epsilon.com/dsr/ or by calling Epsilon’s toll-free number, which are the same methods consumers can make their deletion and right to know requests. 
",
"Simio Cloud, LLC",,https://www.simiocloud.com,Privacy@simiocloud.com,,"10155 Westmoor Dr.
Bldg. 3, Suite 165",Westminster,CO,80021,USA,N/A,No,No,No,https://www.simiocloud.com/simiocloud-products-services-privacy-policy/,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,0,,
"Blackbaud, Inc",,https://www.blackbaud.com,privacy@blackbaud.com,843-654-3256,65 Fairchild St. ,Charleston,SC,29492,USA,N/A,No,No,No,https://www.blackbaud.com/company/data-subject-rights-request,No,,,,No,,,,No,,,,No,,,,Yes,"Some Blackbaud customers are covered entities or business associates that share PHI with Blackbaud through their use of Blackbaud products and services, separate from Blackbaud's data brokerage business. In such circumstances, Blackbaud is functioning in the capacity of a HIPAA-defined business associate.  ","Under HIPAA, covered entities include health plans, health care clearinghouses, and health care providers. Business associates are generally defined as entities that create, receive, maintain, or transmit PHI on behalf of covered entities, or that provide certain services involving the disclosure of PHI to covered entities. 

Some Blackbaud customers are covered entities or business associates that share PHI with Blackbaud through their use of Blackbaud products and services, separate from Blackbaud's data brokerage business. In such circumstances, Blackbaud is functioning in the capacity of a HIPAA-defined business associate.  ","0. Some Blackbaud customers are covered entities or business associates that share PHI with Blackbaud through their use of Blackbaud products and services, separate from Blackbaud's data brokerage business. In such circumstances, Blackbaud is functioning in the capacity of a HIPAA-defined business associate.  ",43,42,0,1,12,12,5,2,0,3,22,17,519,459,0,60,10,10,519,459,0,60,10,10,0,0,0,0,0,0,"Blackbaud does not collect, use, or disclose any sensitive personal information. Therefore, Blackbaud does not offer consumers a way to limit the use of their sensitive data. 

Blackbaud responds to any request to know or access with 1) what personal information is collected and 2) what personal information was sold or shared and to whom, so the numbers are the same for each category.",
"Lookify, LLC",,https://www.lookify.io,support@lookify.io,,3571 Far West Blvd #3694,Austin,TX,78731,USA,N/A,No,No,No,https://www.lookify.io/opt-out,No,,,,No,,,,No,,,,No,,,,No,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Lookify.io provides all individuals the ability to opt-out from the collection and sale of their data at https://lookify.io/opt-out
"Demand Science US, LLC",,https://www.demandscience.com,dataprivacy@demandscience.com,+44 20 7072 1303,222 Rosewood Drive,Danvers,MA,01923,USA,N/A,No,No,No,https://www.demandscience.com/privacy-policy/,No,,,,Yes,,,,No,,,,No,,,,No,,,,29,29,0,0,2,3,1,1,0,0,1,1,0,0,0,0,0,0,81,81,0,0,5,9,0,0,0,0,0,0,,
Affinity Solutions,,https://www.affinity.solutions,privacy@affinitysolutions.com,,"112 West 34th Street, 18th Floor
",New York,NY,10120,USA,N/A,No,No,No,https://www.affinity.solutions/data-privacy-notice/,No,,,,No,,,,No,,,,No,,,,No,,,,8,0,0,8,1,1,1,0,0,1,1,1,0,0,0,0,1,1,63,0,0,0,1,1,0,0,0,0,0,0,,"Affinity Solutions Inc. processes and transfers different categories of data, including:
- Contact Data, such as name, email address, phone number;
- Commercial Transaction Data including purchase history, purchasing tendencies, geolocation data (but not precise geolocation data) for retail locations where purchases were made
- Demographic Data, such as gender, age range and household inferences"
